cards,class
"[9, 9, 153, 153, 170, 170, 226, 226, 230, 230, 274, 460, 477, 477, 481, 481, 522, 522, 593, 681, 681, 841, 841, 904, 904, 1098, 1098, 1226, 31, 31]",Warrior
"[153, 153, 170, 170, 226, 226, 230, 230, 250, 250, 378, 378, 460, 593, 655, 655, 841, 841, 904, 963, 987, 287, 287, 453, 506, 506, 577, 712, 712, 1100]",Warrior
"[153, 153, 164, 164, 226, 226, 230, 230, 250, 348, 348, 472, 472, 487, 497, 522, 522, 593, 652, 652, 772, 841, 841, 863, 891, 891, 1163, 1226, 1232, 1254]",Warrior
"[36, 164, 170, 178, 184, 250, 348, 460, 472, 487, 497, 522, 591, 593, 652, 772, 800, 841, 891, 963, 1163, 1226, 453, 679, 755, 940, 1137, 1213, 1232, 1254]",Warrior
"[106, 106, 295, 295, 348, 348, 497, 497, 772, 841, 841, 891, 891, 963, 969, 969, 1008, 1163, 237, 237, 712, 1143, 1143, 1211, 1211, 1232, 1243, 1248, 1248, 1253]",Warrior
"[36, 93, 100, 178, 184, 250, 348, 378, 460, 472, 487, 497, 522, 593, 652, 772, 841, 891, 963, 969, 987, 1008, 1163, 373, 453, 712, 764, 829, 1213, 1243]",Warrior
"[170, 170, 230, 230, 247, 250, 274, 378, 418, 418, 460, 477, 477, 655, 655, 811, 841, 841, 904, 904, 31, 132, 287, 287, 361, 361, 658, 658, 441, 731]",Warrior
"[36, 36, 178, 178, 283, 283, 472, 472, 497, 497, 593, 652, 652, 772, 891, 891, 1163, 1226, 506, 506, 924, 924, 1143, 1143, 1211, 1211, 1232, 1234, 1254, 1253]",Warrior
"[153, 153, 164, 164, 178, 226, 226, 230, 230, 250, 348, 348, 472, 472, 477, 487, 522, 522, 591, 593, 652, 652, 772, 891, 891, 1163, 1226, 1137, 1232, 1254]",Warrior
"[164, 348, 348, 460, 472, 472, 522, 522, 593, 652, 652, 772, 792, 792, 841, 841, 891, 904, 904, 963, 1163, 1226, 269, 269, 712, 712, 1137, 1232, 1243, 1254]",Warrior
"[153, 153, 164, 184, 226, 226, 230, 230, 274, 348, 460, 472, 472, 477, 477, 487, 497, 522, 522, 593, 652, 652, 841, 841, 891, 904, 904, 1226, 31, 132]",Warrior
"[93, 100, 250, 348, 378, 460, 472, 487, 497, 591, 593, 629, 652, 841, 891, 963, 987, 1163, 329, 361, 373, 453, 712, 731, 764, 829, 940, 1019, 1208, 1243]",Warrior
"[106, 106, 295, 295, 348, 348, 497, 497, 652, 652, 841, 841, 891, 891, 963, 969, 969, 1008, 1163, 712, 712, 1046, 1046, 1143, 1143, 1211, 1211, 1243, 1248, 1253]",Warrior
"[164, 164, 184, 199, 199, 250, 250, 348, 348, 472, 472, 497, 522, 522, 593, 652, 652, 863, 863, 891, 891, 904, 904, 910, 1097, 1117, 1163, 577, 764, 764]",Warrior
"[153, 153, 164, 164, 226, 226, 230, 230, 250, 274, 460, 477, 477, 522, 522, 593, 652, 652, 841, 841, 891, 904, 904, 1226, 31, 31, 132, 453, 940, 1137]",Warrior
"[153, 153, 164, 164, 178, 226, 226, 230, 230, 460, 472, 472, 477, 477, 487, 522, 522, 593, 652, 652, 772, 841, 841, 891, 891, 904, 904, 1226, 172, 1137]",Warrior
"[164, 164, 199, 199, 250, 250, 348, 348, 472, 472, 496, 522, 522, 593, 652, 652, 863, 863, 891, 891, 904, 904, 963, 1097, 1117, 1163, 213, 577, 764, 764]",Warrior
"[36, 36, 184, 184, 226, 226, 295, 295, 315, 315, 348, 522, 522, 652, 652, 772, 792, 792, 814, 814, 969, 969, 987, 1008, 1163, 615, 615, 763, 1046, 1046]",Warrior
"[100, 100, 170, 170, 199, 199, 305, 460, 655, 655, 778, 778, 811, 811, 904, 904, 910, 174, 174, 235, 235, 361, 361, 658, 658, 441, 441, 731, 731, 892]",Warrior
"[153, 153, 164, 164, 226, 226, 230, 230, 250, 348, 348, 460, 472, 472, 477, 522, 522, 593, 652, 652, 772, 841, 841, 891, 891, 1163, 1226, 713, 1232, 1254]",Warrior
"[170, 170, 178, 178, 241, 241, 250, 378, 378, 418, 418, 460, 655, 655, 841, 841, 963, 987, 987, 46, 174, 174, 287, 361, 361, 506, 658, 441, 712, 712]",Warrior
